Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Least Common Multiple,,,,21-09-2024 12:03:53,21-09-2024 12:03:54,0.901s,FAILED
,,,,,,,
Test Cases/Least Common Multiple/LCM Invalid Input,,,,21-09-2024 12:03:53,21-09-2024 12:03:54,0.243s,PASSED
calculatorTest = new org.example.CalculatorTest(),,,,21-09-2024 12:03:53,21-09-2024 12:03:53,0.015s,PASSED
calculatorTest.setUp(),,,,21-09-2024 12:03:53,21-09-2024 12:03:53,0.002s,PASSED
try,,,,21-09-2024 12:03:53,21-09-2024 12:03:54,0.024s,PASSED
calculatorTest.tearDown(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,PASSED
,,,,,,,
Test Cases/Least Common Multiple/LCM One Positive And One Negative Number,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.022s,FAILED
calculatorTest = new org.example.CalculatorTest(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,PASSED
calculatorTest.setUp(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,PASSED
try,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.004s,FAILED
,,,,,,,
Test Cases/Least Common Multiple/LCM Two Equal Numbers,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.014s,FAILED
calculatorTest = new org.example.CalculatorTest(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.000s,PASSED
calculatorTest.setUp(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,PASSED
try,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.002s,FAILED
,,,,,,,
Test Cases/Least Common Multiple/LCM Two Negative Numbers,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.008s,FAILED
calculatorTest = new org.example.CalculatorTest(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,PASSED
calculatorTest.setUp(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.000s,PASSED
try,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,FAILED
,,,,,,,
Test Cases/Least Common Multiple/LCM Two Positive Numbers,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.011s,FAILED
calculatorTest = new org.example.CalculatorTest(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.000s,PASSED
calculatorTest.setUp(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.000s,PASSED
try,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.001s,FAILED
,,,,,,,
Test Cases/Least Common Multiple/LCM With One Number Is Zero,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.013s,FAILED
calculatorTest = new org.example.CalculatorTest(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.000s,PASSED
calculatorTest.setUp(),,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.000s,PASSED
try,,,,21-09-2024 12:03:54,21-09-2024 12:03:54,0.002s,FAILED
